"","disorder","unique_row","study_ID","short_cite","long_cite","peer_reviewed","coder","expt_unique","same_sample","task_type","participant_design","native_language","group_name_1","group_name_2","n_1","n_2","feature","unit","x_1","x_2","SD_1","SD_2","expt_num","expt_condition","n_1_M","n_2_M","n_1_F","n_2_F","mean_age_1","mean_age_2","sd_age_1","sd_age_2","mean_education_1","mean_education_2","sd_education_1","sd_education_2","mean_total_task_duration_1","mean_total_task_duration_2","sd_total_task_duration_1","sd_total_task_duration_2","task_type_specification","native_language_specification","diagnosis_specification","feature_specification","prosody_type","notes","dataset","short_name","domain","d_calc","d_var_calc","g_calc","g_var_calc","r_calc","r_var_calc","z_calc","z_var_calc","log_odds_calc","log_odds_var_calc","es_method","mean_age","n","same_sample_calc","all_mod","mean_age_1_years","mean_age_2_years","EffectSize","Variance","StandardError"
"198","asd",120,"Parish-Morris2016","Parish-Morris et al. (2016)","Parish-Morris, J., Liberman, M., Ryant, N., Cieri, C., Bateman, L., Ferguson, E., & Schultz, R.T. (2016). Exploring Autism Spectrum Disorders Using HLT. In Proceedings of 2016 Conference of the North American Chapter of the Associa- tion for Computational Linguistics — Human Language Technologies. Stroudsburg (PA): Association for Computa- tional Linguistics.",NA,"LNJ, ND","Parish-Morris et al. (2016)","AB_asd","social interaction","between","English","ASD","HC",65,17,"speech_duration",NA,0.402,0.376,0.002,0.004,NA,NA,49,8,16,9,120,135.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"social interaction","American English","ASD","utterance_duration",NA,NA,"Is voice a marker for Autism spectrum disorder? A systematic review and meta-analysis","asd_fusaroli_2017","Autism_Spectrum_Disorder",10.2774023955472,0.718263022845162,10.1798321196401,0.704689854241284,0.972382654284292,1.90782007962322e-05,2.13427675840649,0.0161290322580645,18.6411459310228,2.36299063047078,"between",123.209268292683,41,"Parish-Morris2016 AB",NA,10,11.29,10.1806990657121,0.706199812275593,0.840356955272932
"199","asd",121,"Quigley2016","Quigley et al. (2016)","Quigley, J., McNally, S., & Lawson, S. (2016). Prosodic patterns in interaction of low-risk and at-risk-of-autism spectrum disorders infants and their mothers at 12 and 18 months. Language Learning and Development, 12, 295–310.","yes","LNJ, ND","Quigley et al. (2016)","AC_asd","social interaction","between","English","ASD","HC",10,9,"speech_duration",NA,46.11,32.76,33.36,17.99,NA,NA,5,5,5,4,12.12,11.95,0.89,0.84,NA,NA,NA,NA,NA,NA,NA,NA,"social interaction","Irish English","ASD","utterance_duration",NA,NA,"Is voice a marker for Autism spectrum disorder? A systematic review and meta-analysis","asd_fusaroli_2017","Autism_Spectrum_Disorder",0.490266377259949,0.217436403760364,0.467285140825889,0.197529506443436,0.237772944888881,0.0455243339910506,0.242412273880347,0.142857142857143,0.889244843379509,0.715337095836776,"between",12.0394736842105,9.5,"Quigley2016 AC",NA,1.01,0.995833333333333,0.468259057736443,0.216881283351959,0.465705146366195
"200","asd",122,"Quigley2016","Quigley et al. (2016)","Quigley, J., McNally, S., & Lawson, S. (2016). Prosodic patterns in interaction of low-risk and at-risk-of-autism spectrum disorders infants and their mothers at 12 and 18 months. Language Learning and Development, 12, 295–310.","yes","LNJ, ND","Quigley et al. (2016).1","AC_asd","social interaction","between","English","ASD","HC",10,9,"speech_duration",NA,34.7,20.67,18.86,12.15,NA,NA,5,5,5,4,18.27,18.13,0.85,0.88,NA,NA,NA,NA,NA,NA,NA,NA,"social interaction","Irish English","ASD","utterance_duration",NA,NA,"Is voice a marker for Autism spectrum disorder? A systematic review and meta-analysis","asd_fusaroli_2017","Autism_Spectrum_Disorder",0.873840660095298,0.231205782143632,0.832879379153331,0.210038260585072,0.399906821571788,0.0341733423809342,0.423538008414569,0.142857142857143,1.58497163372286,0.760636535000698,"between",18.2036842105263,9.5,"Quigley2016 AC",NA,1.5225,1.51083333333333,0.834615268529945,0.229442233386461,0.479001287458042
"201","asd",123,"Fusaroli2016","Fusaroli, Lambrechts, et al. (2016)","Fusaroli, R., Lambrechts, A., Yarrow, K., Maras, K., & Gaigg, S. (2016). Conversational voice patterns in adult English speakers with ASD. Paper presented at the IMFAR 2016, Baltimore, United States.",NA,"LNJ, ND","Fusaroli, Lambrechts, et al. (2016)","AE_asd","spontaneous","between","English","ASD","HC",17,17,"speech_duration",NA,233.308824,209.207059,137.532261,56.3632492,NA,NA,15,14,2,3,551.29,591.53,169.52,133.14,NA,NA,NA,NA,NA,NA,NA,NA,"narrative elicitation","British English","ASD","utterance_duration",NA,NA,"Is voice a marker for Autism spectrum disorder? A systematic review and meta-analysis","asd_fusaroli_2017","Autism_Spectrum_Disorder",0.229322639021155,0.118420424599524,0.22377451065774,0.112759718819045,0.113914932491725,0.0284674753740201,0.114411548185323,0.0714285714285714,0.415945256861084,0.389587581268777,"between",571.41,17,"Fusaroli2016 AE",NA,45.9408333333333,49.2941666666667,0.223898415689968,0.118384272066889,0.344070155734102
"202","asd",124,"Fusaroli2016","Fusaroli, Lambrechts, et al. (2016)","Fusaroli, R., Lambrechts, A., Yarrow, K., Maras, K., & Gaigg, S. (2016). Conversational voice patterns in adult English speakers with ASD. Paper presented at the IMFAR 2016, Baltimore, United States.",NA,"LNJ, ND","Fusaroli, Lambrechts, et al. (2016).1","AE_asd","social interaction","between","English","ASD","HC",17,17,"speech_duration",NA,790.320374,769.179731,275.603043,101.664456,NA,NA,15,14,2,3,534.35,591.53,162,145.91,NA,NA,NA,NA,NA,NA,NA,NA,"social interaction","British English","ASD","utterance_duration",NA,NA,"Is voice a marker for Autism spectrum disorder? A systematic review and meta-analysis","asd_fusaroli_2017","Autism_Spectrum_Disorder",0.101776184152018,0.117799388112655,0.0993138571160818,0.112168368974856,0.0508223299230598,0.0292222370934473,0.0508661543480013,0.0714285714285714,0.184601578109114,0.387544453120765,"between",562.94,17,"Fusaroli2016 AE",NA,44.5291666666667,49.2941666666667,0.0993688476806034,0.117792267174844,0.343208780736804
"203","asd",125,"Fusaroli2013","Fusaroli, et al. (2013)","Fusaroli, R., Bang, D., & Weed, E. (2013). Non-Linear Analyses of Speech and Prosody in Asperger’s Syndrome. Paper presented at the IMFAR 2013, San Sebastian.",NA,"LNJ, ND","Fusaroli, et al. (2013)","AF_asd","spontaneous","between","Danish","ASD","HC",10,14,"speech_duration",NA,37.3775295,25.6846154,26.0607395,9.4889834,NA,NA,7,11,3,3,358.8,325.71,81.1,92.1,NA,NA,NA,NA,NA,NA,NA,NA,"narrative elicitation","Danish","Aspergers","utterance_duration",NA,NA,"Is voice a marker for Autism spectrum disorder? A systematic review and meta-analysis","asd_fusaroli_2017","Autism_Spectrum_Disorder",0.642657010944644,0.180032905464328,0.619704974839478,0.167403046024866,0.30203683639323,0.0328416345151804,0.311759393680784,0.142857142857143,1.16565087787206,0.592284518703878,"between",339.4975,12,"Fusaroli2013 AF",NA,29.9,27.1425,0.620453634592927,0.179448627942729,0.423613772135337
"204","asd",126,"Fusaroli2013","Fusaroli, et al. (2013)","Fusaroli, R., Bang, D., & Weed, E. (2013). Non-Linear Analyses of Speech and Prosody in Asperger’s Syndrome. Paper presented at the IMFAR 2013, San Sebastian.",NA,"LNJ, ND","Fusaroli, et al. (2013).1","AG_asd","spontaneous","between","Danish","ASD","HC",30,17,"speech_duration",NA,43.7147539,34.5077234,32.2061023,10.9277256,NA,NA,19,9,11,8,418.4,304.94,431.99,67.76,NA,NA,NA,NA,NA,NA,NA,NA,"narrative elicitation","Danish","ASD","utterance_duration",NA,NA,"Is voice a marker for Autism spectrum disorder? A systematic review and meta-analysis","asd_fusaroli_2017","Autism_Spectrum_Disorder",0.345315441044537,0.0934254026793936,0.339429382390369,0.0902675902889841,0.163683902259204,0.019881808545213,0.165169690406639,0.037037037037037,0.626332927426841,0.307357255152696,"between",377.361276595745,23.5,"Fusaroli2013 AG",NA,34.8666666666667,25.4116666666667,0.339522617187454,0.0933831989959684,0.305586647280225
"205","asd",127,"Fusaroli2013","Fusaroli, et al. (2013)","Fusaroli, R., Bang, D., & Weed, E. (2013). Non-Linear Analyses of Speech and Prosody in Asperger’s Syndrome. Paper presented at the IMFAR 2013, San Sebastian.",NA,"LNJ, ND","Fusaroli, et al. (2013).2","AI_asd","spontaneous","between","Danish","ASD","HC",12,12,"speech_duration",NA,23.3186654,24.0838542,17.3787619,13.0678927,NA,NA,4,5,8,7,303,302,73.82,70.5,NA,NA,NA,NA,NA,NA,NA,NA,"narrative elicitation","Danish","ASD","utterance_duration",NA,NA,"Is voice a marker for Autism spectrum disorder? A systematic review and meta-analysis","asd_fusaroli_2017","Autism_Spectrum_Disorder",-0.0497678543397574,0.16671826748595,-0.0479904309704804,0.155022470659767,-0.0248762265597407,0.0416022374647801,-0.0248813598231334,0.111111111111111,-0.0902689025607532,0.548481115507107,"between",302.5,12,"Fusaroli2013 AI",NA,25.25,25.1666666666667,-0.0480484077589152,0.166714763531003,0.408307192602584
"206","asd",128,"Fusaroli2015","Fusaroli, Grossman, et al. (2015)","Fusaroli, R., Grossman, R.B., Cantio, C., Bilenberg, N., & Weed, E. (2015). The temporal structure of the autistic voice: A cross-linguistic examination. Paper presented at the IMFAR 2015, Salt Lake City, United States.",NA,"LNJ, ND","Fusaroli, Grossman, et al. (2015)","AJ_asd","spontaneous","between","Danish","ASD","HC",29,38,"speech_duration",NA,12.6967192,10.9963805,6.56245828,4.46730986,NA,NA,24,27,5,11,131.26,130.54,16.81,16.06,NA,NA,NA,NA,NA,NA,NA,NA,"narrative elicitation","Danish","ASD","utterance_duration",NA,NA,"Is voice a marker for Autism spectrum disorder? A systematic review and meta-analysis","asd_fusaroli_2017","Autism_Spectrum_Disorder",0.31089684408628,0.0615198678530515,0.307253521694644,0.0600864444184261,0.152243926700486,0.0140764582101819,0.15343680788363,0.0384615384615385,0.56390449814612,0.202392252838971,"between",130.851641791045,33.5,"Fusaroli2015 AJ",NA,10.9383333333333,10.8783333333333,0.307293396996441,0.0615032438543561,0.247998475508129
"207","asd",129,"Fusaroli2015","Fusaroli, Grossman, et al. (2015)","Fusaroli, R., Grossman, R.B., Cantio, C., Bilenberg, N., & Weed, E. (2015). The temporal structure of the autistic voice: A cross-linguistic examination. Paper presented at the IMFAR 2015, Salt Lake City, United States.",NA,"LNJ, ND","Fusaroli, Grossman, et al. (2015).1","AJ_asd","spontaneous","between","Danish","ASD","HC",29,38,"speech_duration",NA,31.9906528,35.8382353,11.7756985,7.23046944,NA,NA,24,27,5,11,131.26,130.54,16.81,16.06,NA,NA,NA,NA,NA,NA,NA,NA,"narrative elicitation","Danish","ASD","utterance_duration",NA,NA,"Is voice a marker for Autism spectrum disorder? A systematic review and meta-analysis","asd_fusaroli_2017","Autism_Spectrum_Disorder",-0.406718657393604,0.0620330262008817,-0.401952423127273,0.060587646089054,-0.19754513662465,0.0135142662807694,-0.200176706273588,0.0384615384615385,-0.737706042202714,0.204080476135038,"between",130.851641791045,33.5,"Fusaroli2015 AJ",NA,10.9383333333333,10.8783333333333,-0.402004588433929,0.0620045756251346,0.249007179866635
"208","asd",130,"Fusaroli2015","Fusaroli, Grossman, et al. (2015)","Fusaroli, R., Grossman, R.B., Cantio, C., Bilenberg, N., & Weed, E. (2015). The temporal structure of the autistic voice: A cross-linguistic examination. Paper presented at the IMFAR 2015, Salt Lake City, United States.",NA,"LNJ, ND","Fusaroli, Grossman, et al. (2015).2","AK_asd","spontaneous","between","English","ASD","HC",52,34,"speech_duration",NA,29.0197766,24.9032957,6.77066149,3.25660317,NA,NA,50,31,2,3,152.21,160.23,36.2,36.57,NA,NA,NA,NA,NA,NA,NA,NA,"narrative elicitation","American English","ASD","utterance_duration",NA,NA,"Is voice a marker for Autism spectrum disorder? A systematic review and meta-analysis","asd_fusaroli_2017","Autism_Spectrum_Disorder",0.727709392086583,0.0517213767234599,0.721133704808692,0.050790876196872,0.335210493519368,0.00864683380915873,0.348686886256199,0.0204081632653061,1.31991883271391,0.17015650911342,"between",155.380697674419,43,"Fusaroli2015 AK",NA,12.6841666666667,13.3525,0.721189340468143,0.0516664529180753,0.227302558098397
"209","asd",131,"Hubbard2017","Hubbard, et al. (2017)","Hubbard, D. J., Faso, D. J., Assmann, P. F., & Sasson, N. J. (2017). Production and perception of emotional prosody by adults with autism spectrum disorder. Autism Research, 10(12), 1991-2001.","yes","LNJ, ND","Hubbard, et al. (2017)","AL_asd","spontaneous","between","English","ASD","HC",15,15,"speech_duration",NA,1242.44342,1124.98133,168.262107,130.778388,NA,NA,15,15,0,0,328,248,72.01,23.85,NA,NA,NA,NA,NA,NA,NA,NA,"narrative elicitation","American English","ASD","utterance_duration",NA,NA,"Is voice a marker for Autism spectrum disorder? A systematic review and meta-analysis","asd_fusaroli_2017","Autism_Spectrum_Disorder",0.779493453960845,0.143460167412797,0.757840858017488,0.135600852685707,0.363140438972391,0.0234651949555946,0.380498650565669,0.0833333333333333,1.41384473121892,0.471965033226118,"between",288,15,"Hubbard2017 AL",NA,27.3333333333333,20.6666666666667,0.758394214834464,0.142919363084906,0.378046773673452
"210","asd",132,"Seidl2018","Seidl et al. (2018)","Seidl, A., Cristia, A., Soderstrom, M., Ko, E. S., Abel, E. A., Kellerman, A., & Schwichtenberg, A. J. (2018). Infant–mother acoustic–prosodic alignment and developmental risk. Journal of Speech, Language, and Hearing Research, 61(6), 1369-1380.","yes","LNJ, ND","Seidl et al. (2018)","AM_asd","social interaction","between","English","ASD","HC",18,17,"speech_duration",NA,1.00716715,0.9823218,0.07339643,0.06824939,NA,NA,12,10,6,7,15.67,15.83,3.93,3.5,NA,NA,NA,NA,NA,NA,NA,NA,"social interaction","American English","HR","utterance_duration",NA,NA,"Is voice a marker for Autism spectrum disorder? A systematic review and meta-analysis","asd_fusaroli_2017","Autism_Spectrum_Disorder",0.350193239199239,0.116131017892761,0.341985585155507,0.110751169102441,0.17240435654562,0.0264984474113434,0.17414362148236,0.0666666666666667,0.635180274618701,0.382055735099127,"between",15.7477142857143,17.5,"Seidl2018 AM",NA,1.30583333333333,1.31916666666667,0.342163281655714,0.11605159512894,0.340663463155268
"211","asd",133,"Grossmann2010","Grossman, et al. (2010)","Grossman, R.B., Bemis, R.H., Skwerer, D.P., & Tager-Flusberg, H. (2010). Lexical and affective prosody in children with high-functioning autism. Journal of Speech, Language, and Hearing Research, 53, 778–793.","yes","LNJ, ND","Grossman, et al. (2010)","K_asd","spontaneous","between","English","ASD","HC",11,9,"speech_duration",NA,0.9,0.76,0.17,0.2,NA,NA,11,9,0,0,147.6,150.96,27,36.96,NA,NA,NA,NA,NA,NA,NA,NA,"lexical elicitation","American English","HFA","syllable_duration",NA,NA,"Is voice a marker for Autism spectrum disorder? A systematic review and meta-analysis","asd_fusaroli_2017","Autism_Spectrum_Disorder",0.761124395107387,0.216502960640892,0.727545377676179,0.197821152402199,0.354118062100799,0.0358482578704711,0.370144458156505,0.125,1.38052694394893,0.712266191063407,"between",149.112,10,"Grossmann2010 K",NA,12.3,12.58,0.72888805749518,0.215302147029179,0.464006623906577
"212","asd",134,"Paul2008","Paul, et al.,  (2008)","Paul, R., Bianchi, N., Augustyn, A., Klin, A., & Volkmar, F.R. (2008). Production of syllable stress in speakers with autism spectrum disorders. Research in Autism Spectrum Disorders, 2, 110–124.","yes","LNJ, ND","Paul, et al.,  (2008)","U_asd","constrained","between","English","ASD","HC",46,20,"speech_duration",NA,0.321,0.346,0.045,0.044,NA,NA,43,17,3,3,158.4,216,52.8,36,NA,NA,NA,NA,NA,NA,NA,NA,"imitation","American English","ASD","syllable_duration",NA,NA,"Is voice a marker for Autism spectrum disorder? A systematic review and meta-analysis","asd_fusaroli_2017","Autism_Spectrum_Disorder",-0.559215813464409,0.0741082389653028,-0.552558482351737,0.0723542599535106,-0.2489092680743,0.0129192208999187,-0.254249702275145,0.0232558139534884,-1.01430528693147,0.243806333816311,"between",175.854545454545,33,"Paul2008 U",NA,13.2,18,-0.552632488801168,0.0740527870081051,0.272126417328611
"213","asd",135,"Fusaroli2016","Fusaroli, Lambrechts, et al. (2016)","Fusaroli, R., Lambrechts, A., Yarrow, K., Maras, K., & Gaigg, S. (2016). Conversational voice patterns in adult English speakers with ASD. Paper presented at the IMFAR 2016, Baltimore, United States.",NA,"LNJ, ND","Fusaroli, Lambrechts, et al. (2016)","AE_asd","spontaneous","between","English","ASD","HC",17,17,"speech_duration",NA,0.30547059,0.38858824,0.13375782,0.08315736,NA,NA,15,14,2,3,551.29,591.53,169.52,133.14,NA,NA,NA,NA,NA,NA,NA,NA,"narrative elicitation","British English","ASD","syllable_duration",NA,NA,"Is voice a marker for Autism spectrum disorder? A systematic review and meta-analysis","asd_fusaroli_2017","Autism_Spectrum_Disorder",-0.746323728427019,0.125838222170782,-0.728267509190881,0.119822932544383,-0.349613164918432,0.0212762814184963,-0.365002984550824,0.0714285714285714,-1.35368150413384,0.413991157120672,"between",571.41,17,"Fusaroli2016 AE",NA,45.9408333333333,49.2941666666667,-0.728670754444022,0.125455309829147,0.354196710641343
"214","asd",136,"Fusaroli2016","Fusaroli, Lambrechts, et al. (2016)","Fusaroli, R., Lambrechts, A., Yarrow, K., Maras, K., & Gaigg, S. (2016). Conversational voice patterns in adult English speakers with ASD. Paper presented at the IMFAR 2016, Baltimore, United States.",NA,"LNJ, ND","Fusaroli, Lambrechts, et al. (2016).1","AE_asd","social interaction","between","English","ASD","HC",17,17,"speech_duration",NA,0.27650284,0.33911678,0.05204757,0.07680839,NA,NA,15,14,2,3,534.35,591.53,162,145.91,NA,NA,NA,NA,NA,NA,NA,NA,"social interaction","British English","ASD","syllable_duration",NA,NA,"Is voice a marker for Autism spectrum disorder? A systematic review and meta-analysis","asd_fusaroli_2017","Autism_Spectrum_Disorder",-0.954383309380232,0.131041875017994,-0.931293390604903,0.124777841580284,-0.43066999135624,0.0177035653010145,-0.460718946454732,0.0714285714285714,-1.73105983978961,0.43111048880153,"between",562.94,17,"Fusaroli2016 AE",NA,44.5291666666667,49.2941666666667,-0.931809052273594,0.130415707498515,0.361131149997497
"215","asd",137,"Fusaroli2013","Fusaroli, et al. (2013)","Fusaroli, R., Bang, D., & Weed, E. (2013). Non-Linear Analyses of Speech and Prosody in Asperger’s Syndrome. Paper presented at the IMFAR 2013, San Sebastian.",NA,"LNJ, ND","Fusaroli, et al. (2013)","AF_asd","spontaneous","between","Danish","ASD","HC",10,14,"speech_duration",NA,0.24003985,0.20931538,0.02171105,0.01555613,NA,NA,7,11,3,3,358.8,325.71,81.1,92.1,NA,NA,NA,NA,NA,NA,NA,NA,"narrative elicitation","Danish","Aspergers","syllable_duration",NA,NA,"Is voice a marker for Autism spectrum disorder? A systematic review and meta-analysis","asd_fusaroli_2017","Autism_Spectrum_Disorder",1.67658387513198,0.229989685810916,1.61670587959155,0.213855205301222,0.637101345938398,0.0117218640809252,0.753279439818376,0.142857142857143,3.04098676679972,0.756635738428193,"between",339.4975,12,"Fusaroli2013 AF",NA,29.9,27.1425,1.61865900676392,0.226013091848946,0.4754083422164
"216","asd",138,"Fusaroli2013","Fusaroli, et al. (2013)","Fusaroli, R., Bang, D., & Weed, E. (2013). Non-Linear Analyses of Speech and Prosody in Asperger’s Syndrome. Paper presented at the IMFAR 2013, San Sebastian.",NA,"LNJ, ND","Fusaroli, et al. (2013).1","AG_asd","spontaneous","between","Danish","ASD","HC",30,17,"speech_duration",NA,0.24976061,0.23383585,0.05939543,0.03489012,NA,NA,19,9,11,8,418.4,304.94,431.99,67.76,NA,NA,NA,NA,NA,NA,NA,NA,"narrative elicitation","Danish","ASD","syllable_duration",NA,NA,"Is voice a marker for Autism spectrum disorder? A systematic review and meta-analysis","asd_fusaroli_2017","Autism_Spectrum_Disorder",0.306114816027392,0.0931537380705394,0.300896949845107,0.090005108042135,0.145520388057417,0.0201691841511699,0.146560828744906,0.037037037037037,0.555230858693158,0.306463514412974,"between",377.361276595745,23.5,"Fusaroli2013 AG",NA,34.8666666666667,25.4116666666667,0.300979600515667,0.0931205725315509,0.305156636060157
"217","asd",139,"Fusaroli2013","Fusaroli, et al. (2013)","Fusaroli, R., Bang, D., & Weed, E. (2013). Non-Linear Analyses of Speech and Prosody in Asperger’s Syndrome. Paper presented at the IMFAR 2013, San Sebastian.",NA,"LNJ, ND","Fusaroli, et al. (2013).2","AI_asd","spontaneous","between","Danish","ASD","HC",12,12,"speech_duration",NA,0.26429777,0.24233333,0.09206676,0.0569549,NA,NA,4,5,8,7,303,302,73.82,70.5,NA,NA,NA,NA,NA,NA,NA,NA,"narrative elicitation","Danish","ASD","syllable_duration",NA,NA,"Is voice a marker for Autism spectrum disorder? A systematic review and meta-analysis","asd_fusaroli_2017","Autism_Spectrum_Disorder",0.286925117197257,0.168381792143305,0.276677791583069,0.156569293969987,0.142008625855624,0.0395997144229003,0.142974948741712,0.111111111111111,0.520424595155213,0.55395389226696,"between",302.5,12,"Fusaroli2013 AI",NA,25.25,25.1666666666667,0.277012043421672,0.16826532650418,0.410201568139592
"218","asd",140,"Fusaroli2015","Fusaroli, Grossman, et al. (2015)","Fusaroli, R., Grossman, R.B., Cantio, C., Bilenberg, N., & Weed, E. (2015). The temporal structure of the autistic voice: A cross-linguistic examination. Paper presented at the IMFAR 2015, Salt Lake City, United States.",NA,"LNJ, ND","Fusaroli, Grossman, et al. (2015)","AJ_asd","spontaneous","between","Danish","ASD","HC",29,38,"speech_duration",NA,0.22527238,0.22307306,0.01867845,0.02191583,NA,NA,24,27,5,11,131.26,130.54,16.81,16.06,NA,NA,NA,NA,NA,NA,NA,NA,"narrative elicitation","Danish","ASD","syllable_duration",NA,NA,"Is voice a marker for Autism spectrum disorder? A systematic review and meta-analysis","asd_fusaroli_2017","Autism_Spectrum_Disorder",0.106847198642082,0.0608837445410728,0.105595083032995,0.059465142888329,0.0528653866654619,0.0148213244412322,0.052914717910389,0.0384615384615385,0.193799380967216,0.200299491025791,"between",130.851641791045,33.5,"Fusaroli2015 AJ",NA,10.9383333333333,10.8783333333333,0.105608787142165,0.060881781049013,0.246742337366357
"219","asd",141,"Fusaroli2015","Fusaroli, Grossman, et al. (2015)","Fusaroli, R., Grossman, R.B., Cantio, C., Bilenberg, N., & Weed, E. (2015). The temporal structure of the autistic voice: A cross-linguistic examination. Paper presented at the IMFAR 2015, Salt Lake City, United States.",NA,"LNJ, ND","Fusaroli, Grossman, et al. (2015).1","AJ_asd","spontaneous","between","Danish","ASD","HC",29,38,"speech_duration",NA,0.21315854,0.22091176,0.01716514,0.01024129,NA,NA,24,27,5,11,131.26,130.54,16.81,16.06,NA,NA,NA,NA,NA,NA,NA,NA,"narrative elicitation","Danish","ASD","syllable_duration",NA,NA,"Is voice a marker for Autism spectrum disorder? A systematic review and meta-analysis","asd_fusaroli_2017","Autism_Spectrum_Disorder",-0.567539523743893,0.0632022877287876,-0.56088866995002,0.0617296636235347,-0.270699117339831,0.0123484711125013,-0.277618066905792,0.0384615384615385,-1.02940282734446,0.207927192375653,"between",130.851641791045,33.5,"Fusaroli2015 AJ",NA,10.9383333333333,10.8783333333333,-0.560961461971623,0.0631468896004734,0.251290448685328
"220","asd",142,"Fusaroli2015","Fusaroli, Grossman, et al. (2015)","Fusaroli, R., Grossman, R.B., Cantio, C., Bilenberg, N., & Weed, E. (2015). The temporal structure of the autistic voice: A cross-linguistic examination. Paper presented at the IMFAR 2015, Salt Lake City, United States.",NA,"LNJ, ND","Fusaroli, Grossman, et al. (2015).2","AK_asd","spontaneous","between","English","ASD","HC",52,34,"speech_duration",NA,0.24603527,0.23693631,0.0413835,0.01345936,NA,NA,50,31,2,3,152.21,160.23,36.2,36.57,NA,NA,NA,NA,NA,NA,NA,NA,"narrative elicitation","American English","ASD","syllable_duration",NA,NA,"Is voice a marker for Autism spectrum disorder? A systematic review and meta-analysis","asd_fusaroli_2017","Autism_Spectrum_Disorder",0.272987726581444,0.0490758031160941,0.270520970015949,0.0481928981445886,0.132297458687095,0.0111262030048392,0.133077517674478,0.0204081632653061,0.495144964917168,0.161452920807199,"between",155.380697674419,43,"Fusaroli2015 AK",NA,12.6841666666667,13.3525,0.270541840781609,0.0490680739809161,0.221513146293659
"221","asd",143,"Grossmann2010","Grossman, et al. (2010)","Grossman, R.B., Bemis, R.H., Skwerer, D.P., & Tager-Flusberg, H. (2010). Lexical and affective prosody in children with high-functioning autism. Journal of Speech, Language, and Hearing Research, 53, 778–793.","yes","LNJ, ND","Grossman, et al. (2010)","K_asd","spontaneous","between","English","ASD","HC",11,9,"speech_rate","SyllablesPerSecond",5.31,5.44,1.31,1.54,NA,NA,11,9,0,0,147.6,150.96,27,36.96,NA,NA,NA,NA,NA,NA,NA,NA,"lexical elicitation","American English","HFA",NA,NA,NA,"Is voice a marker for Autism spectrum disorder? A systematic review and meta-analysis","asd_fusaroli_2017","Autism_Spectrum_Disorder",-0.0917535310462715,0.202230669781688,-0.0877055811471713,0.184780402211859,-0.0455993239922939,0.0497405198298477,-0.0456309683468754,0.125,-0.166422496277972,0.665312236170867,"between",149.112,10,"Grossmann2010 K",NA,12.3,12.58,-0.0878674411732719,0.20221321920066,0.449681241770947
"222","asd",145,"Nadig2012","Nadig & Shaw (2012)","Nadig, A., & Shaw, H. (2012). Acoustic and perceptual measurement of expressive prosody in high-functioning autism: Increased pitch range and what it means to listeners. Journal of Autism and Development Disorders, 42, 499–511.","yes","LNJ, ND","Nadig & Shaw (2012)","N_asd","social interaction","between","English","ASD","HC",15,13,"speech_rate","SyllablesPerMinute",172,148,53.2,43.57,NA,NA,13,11,2,2,132,132,18.96,24,NA,NA,NA,NA,NA,NA,NA,NA,"social interaction","Canadian English","HFA",NA,NA,NA,"Is voice a marker for Autism spectrum disorder? A systematic review and meta-analysis","asd_fusaroli_2017","Autism_Spectrum_Disorder",0.489884214719578,0.147875217586733,0.47518768827799,0.139135792227357,0.237335767532254,0.0309084185576602,0.241948950199169,0.0833333333333333,0.888551677206749,0.486489966102023,"between",132,14,"Nadig2012 N",NA,11,11,0.475592488846514,0.147628818865587,0.384224958670812
"223","asd",146,"Nadig2012","Nadig & Shaw (2012)","Nadig, A., & Shaw, H. (2012). Acoustic and perceptual measurement of expressive prosody in high-functioning autism: Increased pitch range and what it means to listeners. Journal of Autism and Development Disorders, 42, 499–511.","yes","LNJ, ND","Nadig & Shaw (2012).1","O_asd","spontaneous","between","English","ASD","HC",15,11,"speech_rate","SyllablesPerMinute",206.97,204.19,39.34,56.87,NA,NA,12,9,3,2,126,128.04,16.8,22.8,NA,NA,NA,NA,NA,NA,NA,NA,"description elicitation","Canadian English","HFA",NA,NA,NA,"Is voice a marker for Autism spectrum disorder? A systematic review and meta-analysis","asd_fusaroli_2017","Autism_Spectrum_Disorder",0.0586027345558899,0.157641801431477,0.0566917758203718,0.147528439170455,0.0289404019531768,0.0383810590581812,0.0289484856635021,0.0833333333333333,0.10629360267986,0.518620739067921,"between",126.863076923077,13,"Nadig2012 O",NA,10.5,10.67,0.056748850728889,0.157637688961509,0.397036130549234
